Date,United States,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missour,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
2009-02-01,181903.0640464189,132739.07077785456,248556.28092071452,186497.18109111805,120863.66733739914,320979.5348737687,224953.07547307396,274756.651813038,255196.60134318273,372653.81567577156,173143.32203634473,151382.78168568644,447265.7724429602,185165.95694307328,182192.58680230207,117598.83774582799,122081.20282353328,118424.39083468427,109363.59288103662,155146.14076111096,193410.95489558307,289975.5256204273,311138.0577715126,116749.80595857673,184846.4814130507,117904.41154101804,134653.09637557145,197775.05258022164,126724.48055735834,197456.74499027143,226604.48122113696,321540.8160503078,183315.3211754278,271157.24104030087,165774.97803433854,162004.53070716868,122687.06676431948,109772.99957315072,247541.40378014537,164625.25470485902,243567.93084292448,155138.66585000392,149740.57535910557,143006.332528915,138712.71574358994,227367.46512177133,216929.04376805862,230147.21744722026,286484.5385608226,104349.93217013429,168313.0333339408,207299.87712320578
2009-03-01,180536.93249279785,132258.8460641879,248893.59509529278,183356.98631981903,120387.90103222395,316872.6546481541,224637.6244123774,273367.4298673261,253714.93348381497,372537.0641000548,169984.85592734275,149903.20888706506,443883.0929884443,182949.38223846993,180042.15174985494,117420.2213408053,121896.32282896405,118329.8259524079,109314.40028754207,155118.84315917213,192298.45707689718,286490.35455359536,309055.4977334092,114713.12821876419,183117.13565483937,117643.59616378752,134326.89654095625,197417.02930628406,126905.28581474419,192401.84848920986,225705.66309552747,319808.0511235474,182129.61579879047,269980.0635668194,165292.66406670085,161961.5455186791,121939.14522671507,109594.04432370061,245251.3360961387,164390.7543390116,240458.8562941742,154382.4033906173,149660.7474850471,142630.04218197567,138605.62538526158,225070.2591940078,216787.60360306894,228578.37934815345,283656.4859063025,104532.5765048322,167426.3223878108,206902.85912240078
2009-04-01,179249.46285765825,131654.27904042555,249109.7289984486,180181.27585179123,119909.42506738561,313013.5796791864,224397.22514916692,272030.3428245874,252301.13988931765,370647.51451384625,166839.96926369797,148330.55749314558,440255.7212527385,180702.7100704492,178682.39874489317,117273.6291373762,121788.06169157483,118492.02277257132,109224.79036391841,155280.8248457195,191318.31725178496,282948.9694715109,307240.75324919325,112963.16230220765,181518.1299382474,117466.57157822447,134005.6772105066,196995.33365117587,127174.30448908512,187385.0557255227,224137.59378934433,317587.6418530931,181028.5464115974,268977.57124698366,164798.22662102498,161748.05376848995,121412.26507907423,109459.53469770466,242646.85422671004,164249.51830029406,238060.97275558763,153671.34758383824,149328.01918231355,142127.85321696792,138589.10172829733,223268.97179576967,216519.24456993825,227177.86958912318,279985.5546016696,104448.13398805058,167199.35629938074,206292.13592748475
2009-05-01,177947.6881644634,131058.49939179678,248773.08535189825,176612.69718398867,119525.36596433149,309274.0082333705,224097.60535441493,269995.4188502953,250629.83698568222,367770.82212671364,163797.53945684884,146689.81811517285,436490.933648843,178564.03946939507,177070.8402085198,117147.57218207844,121724.17312788939,118688.72751115022,109060.66872505013,155352.65416568168,189564.16433525828,279628.9220936749,306011.43089597265,111427.2572924054,180251.22003285706,117258.28662313164,133597.79636602063,196584.22042995444,127562.48172273242,181554.76548716376,222467.49619698792,315219.43672831,179988.8933228591,268056.1509174928,164149.18422973258,161397.1329755323,121040.47097883029,109505.70909923955,240184.24931643484,164003.85266995113,235963.17962148355,152857.5505147332,148957.06982560924,141469.08060735476,138588.91594105467,221415.8185844284,216309.95539126903,225986.56933466546,276526.1072072808,104251.20456078109,166791.7331353581,205854.47502824827
2009-06-01,176721.45542272183,130435.25946077291,248342.81270319808,173581.24463711889,119248.451632209,306005.876556035,223753.4148157828,267930.3680018605,249116.92207898895,365634.21118227515,160903.40979852088,145118.07874640432,431921.0066072491,176681.87635565747,175784.82842656327,117033.85166767775,121621.40532574902,118911.54253025282,108883.51715366989,155408.82440208655,187966.774569141,277104.1330715304,305219.6312917795,110021.75750736654,179422.68939862392,116974.86617617145,133043.73430268714,195940.19564840055,127746.04717935168,175462.82829684834,221099.78387638947,312828.6273681946,179826.40002275258,267055.5140130066,163414.89865879182,160990.93188549636,120714.01568013335,109631.10465000215,237701.7128007641,163666.86389448916,234270.49510955825,151859.55808659003,148571.9132763476,140783.38397317368,138564.81167296707,219592.04521738962,215968.26646219435,224895.13711749532,273476.5526384391,104021.28692586518,166346.88367532322,205573.42848296184
2009-07-01,175610.87949845614,129839.37545790739,247876.27773108587,171034.5483185175,118979.3684607129,303582.23580482526,223247.35393590806,265753.4402074335,247811.85214771132,363303.1540879128,158427.09117644577,143789.8976882754,427454.3336575833,174886.83456035823,174522.66746572373,116811.9935642673,121538.7254779751,119054.31966507922,108678.87649755273,155314.41197144907,186333.0833458747,274844.04049002833,304647.6706222036,108840.80754895462,178834.11798887188,116715.96428757241,132412.17272075583,195168.00898138326,127879.90781626363,169486.44142569802,220034.14719098908,310641.7281583803,179445.84864025048,266018.4340983969,162687.14172684812,160710.96287234614,120324.04573157952,109770.68426532146,235243.85171439988,163298.25256169186,232613.83708311032,150934.07627001335,148126.93094179756,140131.59412236497,138575.69164758746,217824.08024381092,215331.9981582133,223927.39742425305,271253.63510712824,103756.11393287474,165736.9925625177,205317.3467460098
2009-08-01,174583.58412816556,129221.66065603211,247463.6717512228,168713.02044106147,118644.88290946039,301556.59024192573,222752.79464898168,264171.1151375343,246957.15711353076,361298.2876104998,156145.57722303635,142657.0954418579,424018.8717540715,173098.21624455266,173379.03486386262,116542.06185985576,121435.47926890024,119138.8517201628,108487.8203012513,155109.91040725625,185497.86385939503,272896.5675223264,304116.16332005383,107706.87961059088,178350.4656298364,116386.1428703791,131851.56218307375,194262.46549831692,127953.61026711717,164705.65265904006,219088.07699797722,308753.63447439217,179174.09123137637,264898.958330541,161863.70739437002,160894.5548642736,119901.76344701163,109909.80699573178,233186.21837517657,162864.7405820896,231287.63921302304,150195.39448801338,147703.74786825373,139605.9954157585,138459.6850491369,216134.49127045917,214351.63907007713,222925.0620025595,269310.7382927399,103546.73565753509,165242.7167407367,204755.96215147967
2009-09-01,173639.71220417976,128632.31921606563,247065.96735958802,166561.98879106433,118250.4947192553,299969.91764661233,222336.17624840824,262822.5695167636,246237.74251597267,358940.7367924507,154056.7231753359,141590.81556571435,419983.9051775623,171184.2376366163,171817.9004524804,116253.35031428642,121331.82496478483,119087.96203697944,108280.84780653322,154854.8050904059,184810.79641828476,270647.9902310257,303774.7634067047,106707.80441889253,177748.38585289242,116020.21461044702,131331.3986524492,193334.0811236006,128150.23861177475,160989.5605246703,218046.98320866437,307168.44778474706,178408.01160537245,263956.0548367363,161112.8634571191,161325.15194531903,119511.70181158214,110018.26378406801,231696.20538317584,162455.11098996387,230420.8931135072,149543.40209274334,147273.5689612911,139171.85236476545,138306.61656469773,214525.88862284998,213406.14839663412,221942.56915000148,267701.02090083034,102881.79368536956,164704.00235627568,204081.07184400657
2009-10-01,172868.54435747454,128143.28597737379,246674.48870706293,164271.68784405934,117876.76885673398,299124.109165462,222116.24303764245,261755.56116078558,245620.41039077772,356475.5561743579,152289.52521605932,140534.75335049466,415461.7573050794,169479.07300350044,170298.2187955779,115997.97372431046,121216.92421409291,119051.11898307956,108128.5684247932,154589.3569357889,184173.74975579433,268770.4410329025,303502.8744293766,105594.14788597186,176999.98250642684,115597.42070569277,130933.98323948246,192689.72392848137,128489.93875603635,158514.23069573622,217128.54378717902,306009.82049040316,178192.55200779458,263226.46966094105,160486.85736949986,161718.84356241813,119231.45423556422,110051.09469371747,230679.78421964645,162175.79985513387,229936.23869503397,148941.48543629772,146930.68023701824,138841.11577631033,138103.38435260268,213077.84421290192,212719.43313181947,221057.36617214733,266628.2284459884,102093.62137216768,164167.30610915564,203384.850635729
2009-11-01,172433.2366304218,127745.57576258761,246648.60158882625,163278.60697631145,117670.22170760452,299957.37089699024,222135.64840843677,260389.9619378264,244949.28505919036,355488.40630773496,151111.26626800335,139596.15052742395,411369.596383872,168043.67811170776,168813.10180033502,115849.75668812862,121128.88723660102,118984.89422120154,108023.26988655426,154492.6396418181,183472.6611146539,267288.2014603264,303540.0225568164,104615.65511927159,176229.8705926008,115245.72916175473,130799.87209441577,192126.9362748183,128798.92542448733,156651.7016177027,216549.62243326742,305235.2480257915,177848.28116620184,262760.2251261565,160064.7141304389,161656.60587457955,118952.62385177077,110168.98107333593,229849.43901021036,162119.16992467525,229964.02417965783,148481.53013671178,146636.73312722382,138557.49239172597,138146.0064518317,212043.12211285936,212188.7805935306,220554.5461430458,266091.41196944617,101191.0712060746,163588.34651512443,202646.5325137709
2009-12-01,172238.09533870584,127420.12454553517,246952.5492514005,162999.0014298162,117595.18748270853,301864.60289690905,222336.14417356046,259078.24161317004,244165.91570172706,356510.0478117955,150215.8039465412,138847.87670473175,410233.05186113034,167183.87140893642,168054.15609533284,115785.22706684533,121064.08825174377,118916.97590622834,108009.86163756311,154307.06567223012,183045.06060580618,266288.36582766095,304095.0700657279,103736.6392688378,175775.1851344132,114970.39039700135,130884.73570404551,191615.7671216131,129196.96729648532,154845.01816731808,216274.43538287384,304925.81553944485,177519.10974672798,262447.41664495127,159664.187020236,161473.15764509104,118715.55961753459,110291.52503069828,229192.5069619567,162207.10526918896,230083.68581450926,148194.70025094887,146535.0228841543,138352.22469172967,138270.69055341597,211291.87602641806,211807.68054644353,220462.9461241206,265734.05051029375,100729.4559493608,163113.77340465196,202106.63484359448
2010-01-01,172174.52245808276,127219.8081209053,247685.33652823683,162920.84878196227,117683.62798115176,303801.68524672015,222839.32680188035,257814.17287647826,243624.19624009499,358329.77262273437,149526.47784025574,138151.4641618758,411195.1293269364,166144.330882523,167313.29905314863,115716.14036055589,121066.64941940641,118813.18711198181,107990.40272351012,154288.33212486954,182758.46638518796,265733.06777094776,305160.28786276514,103171.08962003991,175562.71668699407,114813.32680511044,130925.83254032744,190861.50228697667,129660.19283808948,153787.2400750716,216257.70682560338,304850.95946614235,177303.23120489286,262219.28065892693,159295.6040326131,161387.2660854938,118488.73266349023,110477.32793919583,228559.8673276763,162457.60357716586,230981.14628776687,148055.01093202594,146616.81746099432,138252.65701031956,138331.26483633948,210555.26436442565,211505.62109228308,220758.40724690855,264760.77381972515,100537.17214053056,162995.61830876337,201759.76275215647
2010-02-01,172104.91444003818,127076.75098455389,247956.3484588191,162073.25066001617,117785.96147996734,304610.93821527116,223429.19111422557,257163.52673067164,243402.72394451025,358952.40777471615,148926.20685959465,137552.08397249543,414285.640428637,165368.9460327217,166969.55133769044,115727.66654089784,121140.7003422051,118656.14368695334,107969.85192367544,154323.62653913433,182704.8127011178,265101.54328242847,306543.0717956431,102632.03741565983,175639.9977937909,114742.0427182616,130760.95480024825,190155.41454019654,130097.42195960357,152889.53647788116,216084.90601483488,304926.1710042888,177299.47914467088,262200.70401594794,158894.1606249784,161279.8505186724,118435.54804007865,110625.11763853092,228059.42173547237,162806.85358457142,231987.12758876092,147872.37308747228,146692.25682888424,138189.2358263505,138317.70865478463,209862.7811307097,211384.70638886615,221107.92353066462,263648.3533275596,100548.86331342628,163196.74639997582,201697.04358976494
2010-03-01,172101.4426300394,126806.76197902772,248174.67216184107,161012.84684250804,117918.82748068962,305644.9033040781,223947.3188982623,257148.25929727196,243390.13088741366,358635.445517908,148517.30699675775,137070.7145523261,416349.8406115407,164380.28186593577,166160.0421548302,115744.70373291195,121362.61806277937,118694.7539251839,108016.66766123322,154551.70412614767,183096.5281727373,264654.3235840095,307695.42514874524,102290.2854148309,176090.14985054513,114660.44959952716,130698.97936139531,189773.515738242,130258.26038447292,152107.85663142533,215694.04638898963,304866.49631039455,177558.72908652507,262279.5369808828,158573.41816313507,160998.72391087608,118410.08315914588,110850.04788610783,227914.15509657687,163292.26779682247,233106.03223830872,147623.346225503,146814.42847387565,138211.98155955345,138342.66807642166,209268.6372615332,211516.85461525634,221479.7733881476,262574.9135889756,100774.95164358064,163566.36288065498,201702.33933890387
2010-04-01,172204.90501658653,126424.30054880335,248318.83819775083,160492.49331090393,118015.29938988319,306932.72214803676,224107.86596281582,257861.38253902472,243196.15560638113,359678.1929513637,148160.29103470175,136853.87028590357,418716.3518037137,163733.61268003294,166253.4177922577,115911.11455714765,121585.80421244957,118804.99475992333,108152.68364906166,154689.15150247348,184027.16230793367,264307.4301343626,308856.58053247596,102142.0038310794,176631.19621608627,114528.53165211203,130851.0909165,189616.99966940001,130637.0964363602,150881.63064314993,215131.23899473684,304763.5533976327,177267.25448533485,262674.90335012274,158425.8916308624,160658.72080711697,118451.29583555435,111151.19109487708,227705.61970051142,163763.9985195144,233281.78065679173,147442.6808130258,146947.0438029345,138264.9435711205,138517.11759087126,208961.93061915008,211696.8439544849,221879.95189600447,262513.0664774601,101066.88947905577,163909.2164087426,201802.71080901477
2010-05-01,172264.74676494708,125971.07235607272,248829.46526271699,159839.3434811677,118113.8125176932,308350.68348409864,223820.10990514513,258520.90849397532,242997.52403022395,362873.5722107918,147697.3949761934,136672.6467391683,419557.7133422645,163124.6853365568,165925.7026638525,116000.35549200843,121748.43169047253,119033.11156193198,108312.18399603882,154838.43797531247,184934.2170944936,264381.46824528225,309618.0701404936,102267.28109703813,177116.63650707144,114337.79287405599,131046.78232858372,189779.6518685705,130920.98907556396,149645.1065743335,214703.56294991836,304493.39728128066,176836.22695509563,263097.71953406587,158373.44700576607,160584.31323860973,118449.14645595326,111462.81209781625,227025.3192660391,164073.5164436998,232964.0878220361,147382.78408332227,147198.909495385,138350.4200159552,138718.5783860502,208628.13414318452,211820.03410624174,222242.8899180314,262752.2227611548,101341.37130979735,164113.30537020354,202156.0914967671
2010-06-01,172122.67706034533,125518.80457633751,249096.14613296973,159037.51075928763,118120.32058519544,308285.73077326926,223173.13266032064,259029.8771190586,242785.54553286228,366375.4630888155,146999.36447318282,136377.87447801136,421627.76929634064,161897.36036475011,166229.84729129937,116076.31026910897,121731.39650106302,119172.82286541902,108334.6545297437,154969.0710571217,184906.12529390736,264352.3480716935,310219.48676787416,102470.98694068578,177107.46345548824,114137.19908410347,130955.81701786724,189752.0250196214,131026.90380368044,148985.6281272216,214377.1396439967,304029.95557464065,175861.36912542718,263663.2278978716,158239.2084507052,160794.6206068978,118393.67947431015,111589.95263809327,225849.2722968501,164128.06471599,232657.76907302006,147245.69167528788,147381.39430033977,138329.84941303558,138764.13399683844,207806.83546801776,211837.57046670638,222268.8395308871,262405.0798577109,101602.9596513791,163974.10355605176,202524.10284791034
2010-07-01,171585.00052381118,124930.38794543625,249274.14208871228,157137.0727492981,117945.0986721794,307148.4769736733,222271.80768897562,258772.17764612674,242410.77357251474,368344.43788941304,146031.96674351665,135659.21124182618,422998.4540115372,160229.7308783343,165042.21612067203,116016.96470191493,121591.65238726065,119098.70656970306,108245.79666786648,154942.5251064218,184086.6416224644,263861.4051836946,310060.0240669358,102400.31256155083,176720.03330206798,113834.5144005594,130573.5266849927,189601.83133961726,130449.13227493675,148359.60676742022,214293.76359599375,303207.92098560807,174793.47347824843,264025.1822892016,157826.45222159685,161354.14639211632,118141.3167576053,111466.10290006152,224391.02686910937,163877.97552708443,232526.6194637,146886.8812831104,147483.83802105905,138183.06819302178,138518.20639847932,206348.5747223357,212070.05208720142,221708.41625916446,260879.58549788976,101797.1007361815,163509.52132503083,202625.29094465633
2010-08-01,170790.64961610583,124283.55081430271,249455.96704907707,155392.28462836842,117702.83362372902,305205.88008405495,221248.2297967947,258024.09508320622,241476.26964810104,369105.0109484224,144823.91489639765,134626.76875258153,424279.4799156404,158411.8478368743,163992.52514879926,115833.74616072689,121360.57488963932,118750.20040152887,108094.42176559342,154825.7517718893,183042.76286830474,262487.99259193527,309414.76567517145,102082.95404365093,175699.03652576497,113447.37688736625,129967.17688765553,189266.84029070055,129610.68727147754,147608.274327543,214314.86762434375,301942.66314673657,173689.45645322732,263937.67682719015,157237.9666239913,162015.36358230154,117765.22678878548,111225.09072860423,222695.9738085051,163402.8832974351,232310.89962432534,146388.08680595038,147545.36842564133,137903.82997649335,138043.21726490615,204398.0714767531,212374.17905550895,220796.43139637227,258469.72418040052,102026.18557504045,162529.45872015026,202385.99400571082
2010-09-01,169805.94043809257,123691.41696139006,249472.749663125,153226.78273443753,117293.87230531278,303223.8202169569,220177.86275711222,256784.7644684237,240276.26089347762,368231.8725783876,143505.15647101132,133250.30211478288,424827.2435385366,156511.39642694697,162334.03685169003,115448.87798680348,121061.83068472876,118161.4448369376,107950.51253809525,154705.02579685606,182243.0380145569,260577.97700094435,307869.59346706624,101463.93388233923,174209.87342307225,112963.07026442727,129218.58097423101,188960.21708472527,128686.07626534456,146434.171862765,214509.8889449477,300225.0186379377,172639.27087493835,263390.364969919,156563.20652151052,162818.96514536018,117265.34431607778,110912.13863666152,220607.92484663613,162695.19677261313,231392.64124657874,145751.16740977124,147501.61678564455,137524.73120379218,137480.59169945447,202710.23616225403,212534.96304475842,219811.2893925129,256046.39822167272,101894.25891021913,161149.01749031953,202008.82304867567
2010-10-01,168787.99253246555,123213.18652955962,249233.42141455234,151489.39335405265,116864.10556631302,301097.3363986916,219176.63418698302,254907.50498789796,238582.32266154024,367026.59348610666,142125.99678173222,131927.57206618026,425212.6369858499,154620.90683905417,160987.9759022398,114984.48131282914,120691.45874654851,117635.67360917699,107798.60395536228,154604.58630795553,181439.9113567193,258568.4102004386,306128.9404907009,100746.47260474763,172513.6677294893,112450.69642497587,128371.2304249453,188583.95720269272,127865.79320498118,145308.7375843564,214281.88357219668,298204.713808373,171143.06277134854,262401.2389483809,155894.93758379508,163377.15793969124,116704.62791677675,110507.39041226823,218528.7436259437,161859.5745713147,230034.7123054187,145053.62037500358,147461.5368117472,137056.23269233978,136914.48610016392,201172.7035494375,212691.14949808767,218919.4689771578,253501.575719943,101565.92812572797,159695.1507776206,201747.8101927487
2010-11-01,167754.57140227084,122657.52636322688,248638.09361470057,149582.43868946735,116324.49847479135,299213.7398314481,218253.3931954898,252567.2203483888,236809.0776310385,364887.68907498644,140729.34508363382,130568.98925076537,426550.56699687307,152620.78396677275,159150.73703187503,114454.85114133626,120321.038457334,117133.06422894058,107508.2087885909,154412.99541487035,180561.33664012174,256538.2582815121,304482.0939519529,99888.14371869499,170945.16690568815,112030.41691185343,127491.7145147171,187968.27409964785,127106.95359293914,144613.7508213911,213548.47756399817,296224.6317159971,169483.5938226008,261366.24510179242,155210.77170799903,163743.2866118237,116045.21392921668,109940.88595325442,216660.32924303587,160940.77609816517,228597.94412409468,144363.04983605794,147411.29633280844,136563.8078909307,136327.21139398532,199523.43588978087,212847.65621925538,218025.53777525228,251091.76839677896,101091.1518130221,158299.6826838575,201391.43286136226
2010-12-01,166792.84309845231,122003.26545514248,248245.65575754349,147818.13929032467,115810.0929273079,297872.1270627109,217368.74540017816,250259.28003274533,235173.00712523586,364144.43015612103,139398.05512094195,129322.47998858201,427361.7773380901,150790.13421513778,157355.22197579168,114005.22316872369,119944.60006310056,116689.7848483352,107126.78173977998,153938.98031173754,179524.8893586734,254503.96309378682,303599.5601341278,99069.2817779812,169196.32350755518,111837.06723639432,126643.53457202972,187134.68274179075,126579.10999777517,143924.44200760403,212589.0908553266,294402.3733071671,167965.4546014774,260317.50777240808,154547.93094525507,163902.26351256724,115326.99257795264,109452.26857859634,214906.38337553,160073.66396183652,227634.99368167625,143585.48970868636,147383.40815421913,136026.78406087455,135817.096446462,197548.8084429902,213095.54432278403,217312.03280616982,248765.48532939504,100807.33449098795,157116.16482162158,201074.62080424163
2011-01-01,165902.1662285974,121304.56198720296,247885.9914987872,145927.3343642388,115358.40592103591,296827.4452880546,216621.01922260606,248918.0507607217,233746.97707835154,363118.5877293523,138067.70607079004,128084.1665685528,428162.5947515764,149116.18428995123,155740.06034257179,113566.82940414043,119652.06641137689,116254.01476060691,106616.56622390893,153112.31186537602,179211.62561878294,252624.85305261018,302869.0379112338,98225.15644246177,167537.06949296792,111794.41698864578,125881.41343935672,186107.79218809327,126324.16172859195,142702.42563687058,211758.43886992816,292909.74509365845,167406.10673693058,259577.69964850575,153861.61083096123,163940.11998048794,114652.94773109777,109097.59180913225,213274.22451280104,159319.85117610823,226833.1196382146,142720.26859270106,147328.77971934734,135418.2767973929,135373.82624402494,195700.9648692205,213048.9507802505,216693.1976342198,246790.55548006526,100598.03021868264,156073.0721433162,200865.853844487
2011-02-01,165077.09210683897,120698.08635042032,247464.33227358168,144142.82800202564,115025.42991069327,295826.58743600757,215937.56454465367,248265.91586265957,232537.01973742744,362765.38299396174,136806.20750790538,127049.26389767294,428035.987282208,147554.9572729248,154471.46942008895,113162.87871446006,119358.54632977823,115910.89352376184,106109.39422312769,152205.69246862805,179435.66163231301,251465.83723789538,301820.88265526365,97514.41926180432,165806.97403969095,111745.55008490688,125209.59663360137,184936.23976237976,126251.56011966635,140973.66807841122,211515.2525117759,291500.95891398954,167220.35005733286,259010.15100662163,153214.31129763756,163952.92570109296,114024.55915820862,108884.56816090249,211563.4620573162,158709.03905933243,226311.53029911235,141716.91677720333,147148.5823149023,134861.9029542543,134907.45130670702,194008.71854540383,212970.47237439526,216074.5385531458,245232.1668455671,100427.52347605744,155057.59003164875,200828.26075921665
2011-03-01,164291.40292453658,120270.11246968312,246745.28446801822,142713.37246488608,114812.19798455531,294352.18489482626,215286.95690320348,247411.47813025909,231174.48136963436,362065.4349392878,135517.81355636424,126003.05855085421,427993.7513192524,146386.04267012884,153551.57823605355,112816.07091768215,119059.38756751543,115551.3825158646,105645.32283299077,151379.99763659295,179954.8119201239,250914.89511679285,300318.791837572,96884.27974648669,164537.4145184591,111635.41022010718,124483.67961815391,183893.90407994125,126176.8345539876,139037.55248699491,211160.88256574853,290052.20445679943,167223.33934006732,258660.93339112983,152549.245312394,164111.77076242198,113528.34622425206,108642.7637718438,209674.95209368796,158243.3908346954,225473.01251368225,140891.56753620258,146978.0467634004,134336.07980517892,134449.14835786654,192829.7531228528,212804.4911257919,215357.45788235657,243476.97022046646,100181.4895704576,154135.36400544745,200857.316904404
2011-04-01,163469.63198221158,119928.42355244346,245844.02020726746,141106.0518988565,114603.44620169706,292782.8316979715,214603.4298465495,246323.85226143803,229737.5056402717,361944.1164630591,134271.29167694238,124808.50945906252,426453.1267102429,145013.8101437693,152458.2352555428,112533.17909967406,118744.62092890043,115156.80880680638,105300.17182633032,150854.23377026248,179958.1578371886,250343.40132775053,298986.62969907094,96298.46853901935,163232.0259130674,111456.74887236096,123737.57891356974,183269.6531034543,125800.54812172725,137078.3047017797,210736.1222756143,288362.68665686547,166664.2805845938,258191.5751782482,151833.77185420925,164426.60418912835,113016.39592501604,108371.08653460164,207720.24195349996,157745.70453264992,224362.07531210562,140113.37409338634,146709.30587399725,133947.7538140111,134005.6728440386,191723.77088504782,212815.98116809176,214677.22945724044,241502.56770898626,99978.8236810334,153166.63992447883,200797.9007539799
2011-05-01,162603.90781844434,119667.85707309998,245185.44869242876,139550.90337927375,114314.92318894189,290425.0486704644,213699.66844398575,244941.11304356958,228051.8226231959,361777.7904959824,133026.33343258747,123347.64180332336,424577.795614027,143780.62271066554,151625.84859079868,112265.67735056726,118439.86244608318,114893.51574157421,105024.71558741212,150472.45057173062,179697.56225297748,249333.06127107146,297846.04375632945,95771.76208433935,161952.550991741,111331.72366791805,122997.09978242421,182931.47359572374,125520.83731809664,135642.08298792117,209839.8794944463,286446.6858002845,165740.85356134598,257688.3423621361,151134.72218799972,164491.12325680503,112512.84768013982,108062.81265756978,205966.73316899152,157170.12258078114,222721.9741127411,139404.16260565072,146516.92781610272,133547.46365226363,133654.46151084712,190873.22810097443,212580.6828289962,214054.95833826775,238662.87463385417,99807.61638500984,152250.3558674386,200530.9665545563
2011-06-01,161755.67967668435,119391.87679051753,244957.6010125364,137876.15618382514,114060.86718291727,288527.38713166944,212873.77626634095,243955.1032462363,226495.18390289508,361661.475138587,131900.97922352585,121910.66760374368,422185.86054687854,142851.29305705643,150566.9151736217,112024.63264860393,118191.35263925012,114723.6992197495,104771.98216054057,150269.04268193283,179485.8362858633,248231.363591664,297063.75833863637,95255.64693219405,160646.5637269568,111164.65717672578,122374.26757463755,182729.41818113296,125322.68550823147,134062.74830013813,208949.1439537639,284391.7234723405,164584.83890913104,256938.3960615976,150496.12675798652,164138.68307672488,112022.56090474657,107791.22230579164,204657.89126069637,156435.2648483316,221295.24228821765,138718.4004454414,146486.03481337117,133196.65112072125,133296.51961417924,189864.262573394,212370.13920357765,213507.86878344315,236115.41380449428,99807.63071864385,151422.9207446789,199936.1858522334
2011-07-01,161040.4859219085,119088.76147873809,244980.35685718912,136734.82437324245,113897.42398259311,286874.9231477074,212078.74993589942,242707.92047582715,225292.63860132158,361895.0750167616,130863.92298320225,120700.41650927051,420299.6404550683,142559.99142567316,149918.58680949782,111893.64645388309,118017.97610082243,114583.57163650326,104538.11668576812,150134.25581841657,179416.8336685835,246983.3478209537,296297.971747899,94886.40552181355,159488.08483296147,111162.78200444074,121869.41112313664,182408.77202697782,125329.65650714606,132906.6387545511,207796.22916634544,282198.52406560484,163784.05035118738,256204.72137667463,149935.96105700353,163688.86242695295,111674.02889490216,107682.24081726243,203607.43048284858,155701.51699232997,219763.17086061355,138186.04094595555,146535.7540602339,132844.03650603394,133097.86515549303,189017.03756154535,212130.27228677124,212953.9031429157,233727.71375390244,99810.54719366673,150591.4533727311,199441.53508679825
2011-08-01,160439.55905520372,118780.19625361689,245067.1711008631,136018.40653453546,113846.10126452496,285072.5040923658,211592.0078755737,241200.82186398748,224257.51331867985,361544.92547496594,130047.98741905189,119848.25549338058,418262.0597752631,142372.7163105388,149014.32769243955,111929.56769487033,117911.3582885716,114364.10916508971,104337.04115853459,150041.874574819,179258.04224564775,245653.48566949498,295501.47059247183,94711.36190682654,158610.32085136135,111107.25673101681,121357.62533945158,182312.96929367539,125386.41788630547,131328.7529882534,206868.01381251388,280233.64577099535,163228.96023915694,255488.22187776898,149367.7307582727,163545.398002808,111413.06985380263,107700.29909533182,202640.71505309152,155092.23209667343,218428.41911997335,137709.57285759732,146636.64371620675,132538.027454251,132981.00246981345,188500.16427703542,211901.08642371758,212463.49856616624,231882.2432162528,99862.54210627083,149953.00712758626,199225.60689435774
2011-09-01,159923.87795901703,118431.60038127261,244975.7977762298,135574.4832475333,113843.42740433068,282920.9726148316,211320.83297918193,239365.85511482423,222977.62990050463,361338.0307138975,129434.63497554779,119280.11964407627,416379.7236717841,142135.17984611786,148140.59405643656,112015.15527531209,117872.35411798907,114028.73316305109,104141.45599054458,149885.03767251817,178916.15358807173,244073.29583827537,294265.7416551258,94661.9481323238,157830.64075138472,111030.61193278428,120927.75745511813,182315.540322738,125352.51488040508,130344.62564763507,206016.34027703854,278516.1518126882,162857.6015672774,254834.22814761932,148865.1252622441,163608.95741262092,111141.25267799117,107811.75516420383,201812.25692831088,154655.17891312964,217008.79996843575,137235.02766943257,146614.8299231026,132245.01926759945,132939.18236049157,187780.65697864248,211645.85545276315,211872.52074440755,229991.7259642782,99878.03379451913,149444.25632174886,199345.91583663205
